,jd,ssn
1886-08-01,2410120.0,38.8
1886-09-01,2410150.0,34.2
1886-10-01,2410180.0,28.0
1886-11-01,2410212.0,24.7
1886-12-01,2410242.0,23.1
1887-01-01,2410272.0,21.9
1887-02-01,2410304.0,21.7
1887-03-01,2410332.0,21.0
1887-04-01,2410362.0,19.9
1887-05-01,2410392.0,20.2
1887-06-01,2410424.0,21.2
1887-07-01,2410454.0,21.9
1887-08-01,2410484.0,21.7
1887-09-01,2410516.0,21.5
1887-10-01,2410546.0,21.6
1887-11-01,2410576.0,20.6
1887-12-01,2410606.0,19.1
1888-01-01,2410638.0,17.1
1888-02-01,2410668.0,14.4
1888-03-01,2410698.0,13.2
1888-04-01,2410728.0,13.0
1888-05-01,2410758.0,12.9
1888-06-01,2410790.0,12.2
1888-07-01,2410820.0,10.4
1888-08-01,2410850.0,9.7
1888-09-01,2410882.0,9.7
1888-10-01,2410912.0,9.5
1888-11-01,2410942.0,9.2
1888-12-01,2410972.0,8.8
1889-01-01,2411004.0,9.2
1889-02-01,2411034.0,10.9
1889-03-01,2411062.0,12.0
1889-04-01,2411094.0,11.8
1889-05-01,2411124.0,11.1
1889-06-01,2411154.0,10.4
1889-07-01,2411184.0,10.7
1889-08-01,2411216.0,10.5
1889-09-01,2411246.0,9.8
1889-10-01,2411276.0,9.5
1889-11-01,2411308.0,9.5
1889-12-01,2411338.0,9.3
1890-01-01,2411368.0,9.1
1890-02-01,2411400.0,8.4
1890-03-01,2411428.0,8.3
1890-04-01,2411458.0,9.7
1890-05-01,2411488.0,10.9
1890-06-01,2411520.0,11.7
1890-07-01,2411550.0,12.3
1890-08-01,2411580.0,14.4
1890-09-01,2411612.0,16.2
1890-10-01,2411642.0,17.9
1890-11-01,2411672.0,21.7
1890-12-01,2411702.0,27.5
1891-01-01,2411734.0,34.1
1891-02-01,2411764.0,39.0
1891-03-01,2411792.0,43.3
1891-04-01,2411824.0,48.7
1891-05-01,2411854.0,53.7
1891-06-01,2411884.0,57.7
1891-07-01,2411914.0,63.2
1891-08-01,2411946.0,70.8
1891-09-01,2411976.0,77.3
1891-10-01,2412006.0,83.5
1891-11-01,2412038.0,89.5
1891-12-01,2412068.0,94.2
1892-01-01,2412098.0,97.4
1892-02-01,2412130.0,103.3
1892-03-01,2412158.0,108.7
1892-04-01,2412190.0,110.6
1892-05-01,2412220.0,113.6
1892-06-01,2412250.0,118.4
1892-07-01,2412280.0,122.0
1892-08-01,2412312.0,122.2
1892-09-01,2412342.0,123.1
1892-10-01,2412372.0,125.5
1892-11-01,2412404.0,127.2
1892-12-01,2412434.0,128.5
1893-01-01,2412464.0,130.2
1893-02-01,2412496.0,133.0
1893-03-01,2412524.0,136.0
1893-04-01,2412554.0,137.7
1893-05-01,2412584.0,139.0
1893-06-01,2412616.0,140.8
1893-07-01,2412646.0,142.4
1893-08-01,2412676.0,143.8
1893-09-01,2412708.0,143.6
1893-10-01,2412738.0,142.3
1893-11-01,2412768.0,142.9
1893-12-01,2412798.0,144.7
1894-01-01,2412830.0,146.5
1894-02-01,2412860.0,143.7
1894-03-01,2412888.0,138.7
1894-04-01,2412920.0,137.6
1894-05-01,2412950.0,136.0
1894-06-01,2412980.0,132.4
1894-07-01,2413010.0,128.6
1894-08-01,2413042.0,126.0
1894-09-01,2413072.0,125.4
1894-10-01,2413102.0,125.7
1894-11-01,2413134.0,123.0
1894-12-01,2413164.0,118.8
1895-01-01,2413194.0,112.8
1895-02-01,2413226.0,108.7
1895-03-01,2413254.0,108.0
1895-04-01,2413284.0,106.9
1895-05-01,2413314.0,105.8
1895-06-01,2413346.0,105.9
1895-07-01,2413376.0,104.2
1895-08-01,2413406.0,101.2
1895-09-01,2413438.0,99.9
1895-10-01,2413468.0,96.9
1895-11-01,2413498.0,91.9
1895-12-01,2413528.0,87.5
1896-01-01,2413560.0,85.8
1896-02-01,2413590.0,82.7
1896-03-01,2413620.0,80.1
1896-04-01,2413650.0,77.6
1896-05-01,2413680.0,74.2
1896-06-01,2413712.0,71.7
1896-07-01,2413742.0,70.5
1896-08-01,2413772.0,69.4
1896-09-01,2413804.0,65.8
1896-10-01,2413834.0,63.4
1896-11-01,2413864.0,62.0
1896-12-01,2413894.0,58.8
1897-01-01,2413926.0,55.0
1897-02-01,2413956.0,53.4
1897-03-01,2413984.0,52.1
1897-04-01,2414016.0,50.2
1897-05-01,2414046.0,47.1
1897-06-01,2414076.0,44.4
1897-07-01,2414106.0,43.1
1897-08-01,2414138.0,42.8
1897-09-01,2414168.0,44.0
1897-10-01,2414198.0,43.5
1897-11-01,2414230.0,42.7
1897-12-01,2414260.0,43.9
1898-01-01,2414290.0,43.3
1898-02-01,2414322.0,42.7
1898-03-01,2414350.0,42.4
1898-04-01,2414380.0,42.9
1898-05-01,2414410.0,45.8
1898-06-01,2414442.0,46.0
1898-07-01,2414472.0,43.8
1898-08-01,2414502.0,41.2
1898-09-01,2414534.0,37.9
1898-10-01,2414564.0,36.4
1898-11-01,2414594.0,35.2
1898-12-01,2414624.0,33.8
1899-01-01,2414656.0,34.0
1899-02-01,2414686.0,32.3
1899-03-01,2414714.0,28.5
1899-04-01,2414746.0,25.2
1899-05-01,2414776.0,22.1
1899-06-01,2414806.0,20.3
1899-07-01,2414836.0,19.5
1899-08-01,2414868.0,19.1
1899-09-01,2414898.0,18.8
1899-10-01,2414928.0,18.2
1899-11-01,2414960.0,18.9
1899-12-01,2414990.0,18.8
1900-01-01,2415020.0,17.9
1900-02-01,2415052.0,17.6
1900-03-01,2415080.0,17.7
1900-04-01,2415110.0,17.7
1900-05-01,2415140.0,17.5
1900-06-01,2415172.0,16.5
1900-07-01,2415202.0,15.2
1900-08-01,2415232.0,13.7
1900-09-01,2415264.0,12.7
1900-10-01,2415294.0,11.3
1900-11-01,2415324.0,9.8
1900-12-01,2415354.0,9.0
1901-01-01,2415386.0,8.1
1901-02-01,2415416.0,7.3
1901-03-01,2415444.0,6.5
1901-04-01,2415476.0,5.4
1901-05-01,2415506.0,4.7
1901-06-01,2415536.0,4.6
1901-07-01,2415566.0,5.0
1901-08-01,2415598.0,5.2
1901-09-01,2415628.0,5.5
1901-10-01,2415658.0,6.1
1901-11-01,2415690.0,5.6
1901-12-01,2415720.0,4.8
1902-01-01,2415750.0,4.5
1902-02-01,2415782.0,4.6
1902-03-01,2415810.0,5.2
1902-04-01,2415840.0,6.5
1902-05-01,2415870.0,7.8
1902-06-01,2415902.0,8.4
1902-07-01,2415932.0,8.6
1902-08-01,2415962.0,10.0
1902-09-01,2415994.0,11.3
1902-10-01,2416024.0,13.1
1902-11-01,2416054.0,15.8
1902-12-01,2416084.0,17.6
1903-01-01,2416116.0,20.5
1903-02-01,2416146.0,24.2
1903-03-01,2416174.0,26.3
1903-04-01,2416206.0,28.1
1903-05-01,2416236.0,32.1
1903-06-01,2416266.0,37.6
1903-07-01,2416296.0,42.3
1903-08-01,2416328.0,44.4
1903-09-01,2416358.0,46.6
1903-10-01,2416388.0,49.4
1903-11-01,2416420.0,52.3
1903-12-01,2416450.0,55.8
1904-01-01,2416480.0,59.1
1904-02-01,2416512.0,62.7
1904-03-01,2416540.0,66.1
1904-04-01,2416572.0,68.5
1904-05-01,2416602.0,69.1
1904-06-01,2416632.0,69.3
1904-07-01,2416662.0,71.5
1904-08-01,2416694.0,77.4
1904-09-01,2416724.0,83.0
1904-10-01,2416754.0,84.1
1904-11-01,2416786.0,84.4
1904-12-01,2416816.0,85.5
1905-01-01,2416846.0,87.6
1905-02-01,2416878.0,89.1
1905-03-01,2416906.0,90.9
1905-04-01,2416936.0,94.4
1905-05-01,2416966.0,100.9
1905-06-01,2416998.0,105.7
1905-07-01,2417028.0,105.1
1905-08-01,2417058.0,100.7
1905-09-01,2417090.0,97.5
1905-10-01,2417120.0,99.1
1905-11-01,2417150.0,100.9
1905-12-01,2417180.0,102.6
1906-01-01,2417212.0,105.7
1906-02-01,2417242.0,107.1
1906-03-01,2417270.0,106.4
1906-04-01,2417302.0,102.2
1906-05-01,2417332.0,93.2
1906-06-01,2417362.0,89.1
1906-07-01,2417392.0,91.9
1906-08-01,2417424.0,99.4
1906-09-01,2417454.0,104.5
1906-10-01,2417484.0,104.0
1906-11-01,2417516.0,102.8
1906-12-01,2417546.0,100.2
1907-01-01,2417576.0,94.9
1907-02-01,2417608.0,91.6
1907-03-01,2417636.0,94.0
1907-04-01,2417666.0,99.4
1907-05-01,2417696.0,104.2
1907-06-01,2417728.0,104.6
1907-07-01,2417758.0,100.8
1907-08-01,2417788.0,93.1
1907-09-01,2417820.0,85.7
1907-10-01,2417850.0,83.8
1907-11-01,2417880.0,84.0
1907-12-01,2417910.0,84.4
1908-01-01,2417942.0,84.3
1908-02-01,2417972.0,86.1
1908-03-01,2418002.0,88.7
1908-04-01,2418032.0,86.6
1908-05-01,2418062.0,83.1
1908-06-01,2418094.0,81.5
1908-07-01,2418124.0,82.2
1908-08-01,2418154.0,84.3
1908-09-01,2418186.0,87.8
1908-10-01,2418216.0,88.6
1908-11-01,2418246.0,86.5
1908-12-01,2418276.0,84.4
1909-01-01,2418308.0,82.4
1909-02-01,2418338.0,77.4
1909-03-01,2418366.0,69.4
1909-04-01,2418398.0,67.9
1909-05-01,2418428.0,70.4
1909-06-01,2418458.0,72.1
1909-07-01,2418488.0,71.0
1909-08-01,2418520.0,67.9
1909-09-01,2418550.0,63.7
1909-10-01,2418580.0,58.9
1909-11-01,2418612.0,56.3
1909-12-01,2418642.0,54.6
1910-01-01,2418672.0,52.4
1910-02-01,2418704.0,50.1
1910-03-01,2418732.0,48.4
1910-04-01,2418762.0,46.2
1910-05-01,2418792.0,41.2
1910-06-01,2418824.0,34.4
1910-07-01,2418854.0,29.4
1910-08-01,2418884.0,26.2
1910-09-01,2418916.0,23.7
1910-10-01,2418946.0,23.3
1910-11-01,2418976.0,23.0
1910-12-01,2419006.0,21.4
1911-01-01,2419038.0,20.0
1911-02-01,2419068.0,18.7
1911-03-01,2419096.0,16.6
1911-04-01,2419128.0,12.6
1911-05-01,2419158.0,10.1
1911-06-01,2419188.0,9.8
1911-07-01,2419218.0,9.3
1911-08-01,2419250.0,8.5
1911-09-01,2419280.0,7.7
1911-10-01,2419310.0,6.6
1911-11-01,2419342.0,5.5
1911-12-01,2419372.0,5.3
1912-01-01,2419402.0,5.4
1912-02-01,2419434.0,5.1
1912-03-01,2419462.0,5.2
1912-04-01,2419494.0,5.7
1912-05-01,2419524.0,5.6
1912-06-01,2419554.0,5.7
1912-07-01,2419584.0,6.1
1912-08-01,2419616.0,6.5
1912-09-01,2419646.0,6.4
1912-10-01,2419676.0,5.8
1912-11-01,2419708.0,5.2
1912-12-01,2419738.0,4.7
1913-01-01,2419768.0,4.3
1913-02-01,2419800.0,4.2
1913-03-01,2419828.0,3.6
1913-04-01,2419858.0,2.9
1913-05-01,2419888.0,2.8
1913-06-01,2419920.0,2.6
1913-07-01,2419950.0,2.5
1913-08-01,2419980.0,2.5
1913-09-01,2420012.0,2.6
1913-10-01,2420042.0,4.0
1913-11-01,2420072.0,5.5
1913-12-01,2420102.0,6.6
1914-01-01,2420134.0,7.7
1914-02-01,2420164.0,8.5
1914-03-01,2420192.0,9.8
1914-04-01,2420224.0,10.9
1914-05-01,2420254.0,12.4
1914-06-01,2420284.0,14.8
1914-07-01,2420314.0,17.5
1914-08-01,2420346.0,21.6
1914-09-01,2420376.0,26.8
1914-10-01,2420406.0,31.0
1914-11-01,2420438.0,34.6
1914-12-01,2420468.0,40.5
1915-01-01,2420498.0,49.1
1915-02-01,2420530.0,58.0
1915-03-01,2420558.0,64.8
1915-04-01,2420588.0,70.5
1915-05-01,2420618.0,75.5
1915-06-01,2420650.0,78.1
1915-07-01,2420680.0,80.5
1915-08-01,2420710.0,83.0
1915-09-01,2420742.0,85.8
1915-10-01,2420772.0,89.9
1915-11-01,2420802.0,94.9
1915-12-01,2420832.0,97.7
1916-01-01,2420864.0,96.4
1916-02-01,2420894.0,92.7
1916-03-01,2420924.0,90.0
1916-04-01,2420954.0,89.5
1916-05-01,2420984.0,91.0
1916-06-01,2421016.0,93.9
1916-07-01,2421046.0,97.2
1916-08-01,2421076.0,100.4
1916-09-01,2421108.0,103.4
1916-10-01,2421138.0,105.6
1916-11-01,2421168.0,108.5
1916-12-01,2421198.0,114.6
1917-01-01,2421230.0,122.4
1917-02-01,2421260.0,135.3
1917-03-01,2421288.0,149.5
1917-04-01,2421320.0,156.8
1917-05-01,2421350.0,160.4
1917-06-01,2421380.0,167.9
1917-07-01,2421410.0,174.7
1917-08-01,2421442.0,175.7
1917-09-01,2421472.0,173.6
1917-10-01,2421502.0,172.5
1917-11-01,2421534.0,170.3
1917-12-01,2421564.0,163.8
1918-01-01,2421594.0,159.1
1918-02-01,2421626.0,154.6
1918-03-01,2421654.0,147.5
1918-04-01,2421684.0,145.0
1918-05-01,2421714.0,145.0
1918-06-01,2421746.0,139.2
1918-07-01,2421776.0,131.0
1918-08-01,2421806.0,128.6
1918-09-01,2421838.0,129.2
1918-10-01,2421868.0,126.9
1918-11-01,2421898.0,125.7
1918-12-01,2421928.0,130.0
1919-01-01,2421960.0,130.6
1919-02-01,2421990.0,125.4
1919-03-01,2422018.0,121.4
1919-04-01,2422050.0,117.4
1919-05-01,2422080.0,112.3
1919-06-01,2422110.0,107.7
1919-07-01,2422140.0,106.2
1919-08-01,2422172.0,104.6
1919-09-01,2422202.0,103.1
1919-10-01,2422232.0,100.8
1919-11-01,2422264.0,94.4
1919-12-01,2422294.0,85.6
1920-01-01,2422324.0,78.0
1920-02-01,2422356.0,71.9
1920-03-01,2422384.0,67.2
1920-04-01,2422416.0,65.7
1920-05-01,2422446.0,64.4
1920-06-01,2422476.0,63.1
1920-07-01,2422506.0,61.3
1920-08-01,2422538.0,58.2
1920-09-01,2422568.0,53.4
1920-10-01,2422598.0,51.6
1920-11-01,2422630.0,52.1
1920-12-01,2422660.0,51.0
1921-01-01,2422690.0,51.6
1921-02-01,2422722.0,52.9
1921-03-01,2422750.0,51.8
1921-04-01,2422780.0,48.3
1921-05-01,2422810.0,45.5
1921-06-01,2422842.0,44.2
1921-07-01,2422872.0,42.2
1921-08-01,2422902.0,40.7
1921-09-01,2422934.0,42.5
1921-10-01,2422964.0,42.9
1921-11-01,2422994.0,40.5
1921-12-01,2423024.0,37.6
1922-01-01,2423056.0,33.5
1922-02-01,2423086.0,30.2
1922-03-01,2423114.0,28.2
1922-04-01,2423146.0,26.4
1922-05-01,2423176.0,24.9
1922-06-01,2423206.0,24.0
1922-07-01,2423236.0,23.2
1922-08-01,2423268.0,21.0
1922-09-01,2423298.0,15.7
1922-10-01,2423328.0,11.8
1922-11-01,2423360.0,11.1
1922-12-01,2423390.0,11.0
1923-01-01,2423420.0,10.7
1923-02-01,2423452.0,9.8
1923-03-01,2423480.0,10.0
1923-04-01,2423510.0,10.9
1923-05-01,2423540.0,11.5
1923-06-01,2423572.0,10.7
1923-07-01,2423602.0,9.4
1923-08-01,2423632.0,9.4
1923-09-01,2423664.0,9.5
1923-10-01,2423694.0,9.8
1923-11-01,2423724.0,11.3
1923-12-01,2423754.0,13.6
1924-01-01,2423786.0,16.3
1924-02-01,2423816.0,19.3
1924-03-01,2423846.0,21.5
1924-04-01,2423876.0,23.3
1924-05-01,2423906.0,25.1
1924-06-01,2423938.0,26.9
1924-07-01,2423968.0,28.2
1924-08-01,2423998.0,29.8
1924-09-01,2424030.0,32.2
1924-10-01,2424060.0,34.7
1924-11-01,2424090.0,37.7
1924-12-01,2424120.0,40.8
1925-01-01,2424152.0,43.2
1925-02-01,2424182.0,45.2
1925-03-01,2424210.0,48.9
1925-04-01,2424242.0,54.4
1925-05-01,2424272.0,59.9
1925-06-01,2424302.0,68.2
1925-07-01,2424332.0,78.5
1925-08-01,2424364.0,86.3
1925-09-01,2424394.0,92.6
1925-10-01,2424424.0,96.2
1925-11-01,2424456.0,98.2
1925-12-01,2424486.0,101.4
1926-01-01,2424516.0,104.2
1926-02-01,2424548.0,106.8
1926-03-01,2424576.0,108.5
1926-04-01,2424606.0,108.7
1926-05-01,2424636.0,109.0
1926-06-01,2424668.0,107.8
1926-07-01,2424698.0,107.2
1926-08-01,2424728.0,109.4
1926-09-01,2424760.0,111.6
1926-10-01,2424790.0,115.9
1926-11-01,2424820.0,120.7
1926-12-01,2424850.0,120.8
1927-01-01,2424882.0,120.0
1927-02-01,2424912.0,119.6
1927-03-01,2424940.0,119.6
1927-04-01,2424972.0,119.5
1927-05-01,2425002.0,119.4
1927-06-01,2425032.0,117.5
1927-07-01,2425062.0,115.2
1927-08-01,2425094.0,114.0
1927-09-01,2425124.0,113.7
1927-10-01,2425154.0,113.9
1927-11-01,2425186.0,112.9
1927-12-01,2425216.0,115.0
1928-01-01,2425246.0,120.2
1928-02-01,2425278.0,125.3
1928-03-01,2425306.0,128.9
1928-04-01,2425338.0,130.2
1928-05-01,2425368.0,128.9
1928-06-01,2425398.0,128.7
1928-07-01,2425428.0,128.7
1928-08-01,2425460.0,126.9
1928-09-01,2425490.0,123.7
1928-10-01,2425520.0,119.4
1928-11-01,2425552.0,116.1
1928-12-01,2425582.0,113.5
1929-01-01,2425612.0,110.2
1929-02-01,2425644.0,107.0
1929-03-01,2425672.0,101.9
1929-04-01,2425702.0,97.5
1929-05-01,2425732.0,99.2
1929-06-01,2425764.0,104.7
1929-07-01,2425794.0,107.9
1929-08-01,2425824.0,106.7
1929-09-01,2425856.0,104.7
1929-10-01,2425886.0,102.7
1929-11-01,2425916.0,100.2
1929-12-01,2425946.0,95.7
1930-01-01,2425978.0,89.3
1930-02-01,2426008.0,83.2
1930-03-01,2426036.0,80.2
1930-04-01,2426068.0,78.6
1930-05-01,2426098.0,74.1
1930-06-01,2426128.0,65.2
1930-07-01,2426158.0,56.0
1930-08-01,2426190.0,52.0
1930-09-01,2426220.0,51.2
1930-10-01,2426250.0,50.4
1930-11-01,2426282.0,49.0
1930-12-01,2426312.0,47.2
1931-01-01,2426342.0,46.0
1931-02-01,2426374.0,44.9
1931-03-01,2426402.0,43.1
1931-04-01,2426432.0,40.5
1931-05-01,2426462.0,37.7
1931-06-01,2426494.0,35.9
1931-07-01,2426524.0,35.2
1931-08-01,2426554.0,32.8
1931-09-01,2426586.0,29.2
1931-10-01,2426616.0,26.5
1931-11-01,2426646.0,24.6
1931-12-01,2426676.0,24.7
1932-01-01,2426708.0,24.6
1932-02-01,2426738.0,23.6
1932-03-01,2426768.0,22.1
1932-04-01,2426798.0,21.0
1932-05-01,2426828.0,20.2
1932-06-01,2426860.0,19.0
1932-07-01,2426890.0,18.6
1932-08-01,2426920.0,19.4
1932-09-01,2426952.0,20.1
1932-10-01,2426982.0,19.5
1932-11-01,2427012.0,17.9
1932-12-01,2427042.0,15.7
1933-01-01,2427074.0,14.0
1933-02-01,2427104.0,13.1
1933-03-01,2427132.0,12.7
1933-04-01,2427164.0,12.4
1933-05-01,2427194.0,11.5
1933-06-01,2427224.0,10.2
1933-07-01,2427254.0,8.8
1933-08-01,2427286.0,7.2
1933-09-01,2427316.0,5.8
1933-10-01,2427346.0,6.0
1933-11-01,2427378.0,7.7
1933-12-01,2427408.0,9.0
1934-01-01,2427438.0,9.5
1934-02-01,2427470.0,10.5
1934-03-01,2427498.0,11.0
1934-04-01,2427528.0,11.1
1934-05-01,2427558.0,11.9
1934-06-01,2427590.0,13.5
1934-07-01,2427620.0,15.6
1934-08-01,2427650.0,17.5
1934-09-01,2427682.0,19.7
1934-10-01,2427712.0,21.1
1934-11-01,2427742.0,21.7
1934-12-01,2427772.0,24.9
1935-01-01,2427804.0,29.3
1935-02-01,2427834.0,32.6
1935-03-01,2427862.0,36.7
1935-04-01,2427894.0,42.7
1935-05-01,2427924.0,49.8
1935-06-01,2427954.0,56.9
1935-07-01,2427984.0,63.1
1935-08-01,2428016.0,69.9
1935-09-01,2428046.0,77.4
1935-10-01,2428076.0,85.5
1935-11-01,2428108.0,91.8
1935-12-01,2428138.0,95.3
1936-01-01,2428168.0,98.3
1936-02-01,2428200.0,103.5
1936-03-01,2428228.0,109.8
1936-04-01,2428260.0,114.7
1936-05-01,2428290.0,120.7
1936-06-01,2428320.0,128.6
1936-07-01,2428350.0,137.7
1936-08-01,2428382.0,146.3
1936-09-01,2428412.0,150.5
1936-10-01,2428442.0,153.4
1936-11-01,2428474.0,160.1
1936-12-01,2428504.0,168.6
1937-01-01,2428534.0,179.2
1937-02-01,2428566.0,189.2
1937-03-01,2428594.0,194.4
1937-04-01,2428624.0,198.6
1937-05-01,2428654.0,198.3
1937-06-01,2428686.0,193.0
1937-07-01,2428716.0,188.3
1937-08-01,2428746.0,185.2
1937-09-01,2428778.0,184.8
1937-10-01,2428808.0,184.4
1937-11-01,2428838.0,184.6
1937-12-01,2428868.0,183.0
1938-01-01,2428900.0,182.2
1938-02-01,2428930.0,182.1
1938-03-01,2428958.0,179.8
1938-04-01,2428990.0,177.2
1938-05-01,2429020.0,178.7
1938-06-01,2429050.0,182.3
1938-07-01,2429080.0,181.4
1938-08-01,2429112.0,177.2
1938-09-01,2429142.0,172.8
1938-10-01,2429172.0,171.8
1938-11-01,2429204.0,171.8
1938-12-01,2429234.0,171.4
1939-01-01,2429264.0,166.9
1939-02-01,2429296.0,161.5
1939-03-01,2429324.0,162.4
1939-04-01,2429354.0,163.3
1939-05-01,2429384.0,158.8
1939-06-01,2429416.0,151.5
1939-07-01,2429446.0,145.9
1939-08-01,2429476.0,142.6
1939-09-01,2429508.0,142.6
1939-10-01,2429538.0,140.6
1939-11-01,2429568.0,132.7
1939-12-01,2429598.0,127.1
1940-01-01,2429630.0,123.8
1940-02-01,2429660.0,121.7
1940-03-01,2429690.0,118.5
1940-04-01,2429720.0,113.0
1940-05-01,2429750.0,110.0
1940-06-01,2429782.0,111.1
1940-07-01,2429812.0,112.6
1940-08-01,2429842.0,111.3
1940-09-01,2429874.0,107.7
1940-10-01,2429904.0,103.2
1940-11-01,2429934.0,99.5
1940-12-01,2429964.0,96.1
1941-01-01,2429996.0,94.4
1941-02-01,2430026.0,91.2
1941-03-01,2430054.0,88.0
1941-04-01,2430086.0,87.3
1941-05-01,2430116.0,85.3
1941-06-01,2430146.0,81.6
1941-07-01,2430176.0,78.5
1941-08-01,2430208.0,78.3
1941-09-01,2430238.0,79.4
1941-10-01,2430268.0,81.9
1941-11-01,2430300.0,83.6
1941-12-01,2430330.0,79.9
1942-01-01,2430360.0,73.1
1942-02-01,2430392.0,67.0
1942-03-01,2430420.0,60.8
1942-04-01,2430450.0,55.5
1942-05-01,2430480.0,53.1
1942-06-01,2430512.0,51.8
1942-07-01,2430542.0,49.4
1942-08-01,2430572.0,46.2
1942-09-01,2430604.0,42.6
1942-10-01,2430634.0,38.4
1942-11-01,2430664.0,35.2
1942-12-01,2430694.0,34.2
1943-01-01,2430726.0,33.6
1943-02-01,2430756.0,33.2
1943-03-01,2430784.0,32.7
1943-04-01,2430816.0,31.4
1943-05-01,2430846.0,29.2
1943-06-01,2430876.0,27.5
1943-07-01,2430906.0,26.6
1943-08-01,2430938.0,24.0
1943-09-01,2430968.0,20.9
1943-10-01,2430998.0,18.0
1943-11-01,2431030.0,15.4
1943-12-01,2431060.0,14.4
1944-01-01,2431090.0,13.6
1944-02-01,2431122.0,12.9
1944-03-01,2431150.0,13.0
1944-04-01,2431182.0,13.9
1944-05-01,2431212.0,14.6
1944-06-01,2431242.0,15.3
1944-07-01,2431272.0,17.0
1944-08-01,2431304.0,18.9
1944-09-01,2431334.0,20.4
1944-10-01,2431364.0,23.4
1944-11-01,2431396.0,27.5
1944-12-01,2431426.0,31.7
1945-01-01,2431456.0,36.4
1945-02-01,2431488.0,39.7
1945-03-01,2431516.0,41.7
1945-04-01,2431546.0,46.8
1945-05-01,2431576.0,52.8
1945-06-01,2431608.0,55.2
1945-07-01,2431638.0,57.1
1945-08-01,2431668.0,64.3
1945-09-01,2431700.0,73.2
1945-10-01,2431730.0,80.1
1945-11-01,2431760.0,86.9
1945-12-01,2431790.0,93.2
1946-01-01,2431822.0,101.0
1946-02-01,2431852.0,111.7
1946-03-01,2431880.0,121.5
1946-04-01,2431912.0,128.0
1946-05-01,2431942.0,135.7
1946-06-01,2431972.0,147.7
1946-07-01,2432002.0,157.7
1946-08-01,2432034.0,163.1
1946-09-01,2432064.0,167.3
1946-10-01,2432094.0,173.3
1946-11-01,2432126.0,182.8
1946-12-01,2432156.0,193.4
1947-01-01,2432186.0,199.2
1947-02-01,2432218.0,204.1
1947-03-01,2432246.0,211.2
1947-04-01,2432276.0,217.2
1947-05-01,2432306.0,218.7
1947-06-01,2432338.0,216.1
1947-07-01,2432368.0,214.1
1947-08-01,2432398.0,210.9
1947-09-01,2432430.0,206.0
1947-10-01,2432460.0,206.3
1947-11-01,2432490.0,207.1
1947-12-01,2432520.0,205.7
1948-01-01,2432552.0,205.0
1948-02-01,2432582.0,202.3
1948-03-01,2432612.0,198.9
1948-04-01,2432642.0,195.7
1948-05-01,2432672.0,192.2
1948-06-01,2432704.0,191.6
1948-07-01,2432734.0,193.5
1948-08-01,2432764.0,199.8
1948-09-01,2432796.0,209.1
1948-10-01,2432826.0,210.3
1948-11-01,2432856.0,203.8
1948-12-01,2432886.0,197.1
1949-01-01,2432918.0,193.4
1949-02-01,2432948.0,190.4
1949-03-01,2432976.0,188.5
1949-04-01,2433008.0,188.4
1949-05-01,2433038.0,190.9
1949-06-01,2433068.0,192.5
1949-07-01,2433098.0,190.3
1949-08-01,2433130.0,184.1
1949-09-01,2433160.0,176.1
1949-10-01,2433190.0,171.4
1949-11-01,2433222.0,169.4
1949-12-01,2433252.0,167.1
1950-01-01,2433282.0,162.8
1950-02-01,2433314.0,158.5
1950-03-01,2433342.0,150.7
1950-04-01,2433372.0,141.0
1950-05-01,2433402.0,131.6
1950-06-01,2433434.0,122.6
1950-07-01,2433464.0,116.4
1950-08-01,2433494.0,111.9
1950-09-01,2433526.0,106.7
1950-10-01,2433556.0,102.3
1950-11-01,2433586.0,101.2
1950-12-01,2433616.0,102.4
1951-01-01,2433648.0,101.6
1951-02-01,2433678.0,98.5
1951-03-01,2433706.0,98.9
1951-04-01,2433738.0,100.2
1951-05-01,2433768.0,99.5
1951-06-01,2433798.0,98.9
1951-07-01,2433828.0,97.3
1951-08-01,2433860.0,94.0
1951-09-01,2433890.0,89.8
1951-10-01,2433920.0,84.0
1951-11-01,2433952.0,75.3
1951-12-01,2433982.0,66.5
1952-01-01,2434012.0,61.5
1952-02-01,2434044.0,59.8
1952-03-01,2434072.0,56.2
1952-04-01,2434104.0,51.4
1952-05-01,2434134.0,48.0
1952-06-01,2434164.0,45.5
1952-07-01,2434194.0,44.0
1952-08-01,2434226.0,42.1
1952-09-01,2434256.0,40.3
1952-10-01,2434286.0,39.5
1952-11-01,2434318.0,38.8
1952-12-01,2434348.0,37.3
1953-01-01,2434378.0,34.6
1953-02-01,2434410.0,31.0
1953-03-01,2434438.0,28.6
1953-04-01,2434468.0,27.2
1953-05-01,2434498.0,25.0
1953-06-01,2434530.0,22.0
1953-07-01,2434560.0,18.5
1953-08-01,2434590.0,16.7
1953-09-01,2434622.0,16.6
1953-10-01,2434652.0,15.1
1953-11-01,2434682.0,12.8
1953-12-01,2434712.0,10.8
1954-01-01,2434744.0,9.3
1954-02-01,2434774.0,8.2
1954-03-01,2434802.0,6.3
1954-04-01,2434834.0,5.1
1954-05-01,2434864.0,5.5
1954-06-01,2434894.0,6.3
1954-07-01,2434924.0,7.9
1954-08-01,2434956.0,10.5
1954-09-01,2434986.0,11.4
1954-10-01,2435016.0,11.6
1954-11-01,2435048.0,13.8
1954-12-01,2435078.0,17.4
1955-01-01,2435108.0,20.5
1955-02-01,2435140.0,23.7
